,amount,user_id_mapping,user_seg,user_subseg
66852,2,66852,normal,lazy
20774,2,20774,normal,lazy
53489,2,53489,normal,lazy
5647,2,5647,normal,lazy
33004,2,33004,normal,lazy
35816,2,35816,normal,lazy
21058,2,21058,normal,lazy
16153,2,16153,normal,lazy
37843,2,37843,normal,lazy
61130,2,61130,normal,lazy
61523,2,61523,normal,lazy
7721,2,7721,normal,lazy
21717,2,21717,normal,lazy
7916,2,7916,normal,lazy
31077,2,31077,normal,lazy
36360,2,36360,normal,lazy
9496,2,9496,normal,lazy
30653,2,30653,normal,lazy
56017,2,56017,normal,lazy
55204,2,55204,normal,lazy
27089,2,27089,normal,lazy
62666,2,62666,normal,lazy
10282,2,10282,normal,lazy
25523,2,25523,normal,lazy
38893,2,38893,normal,lazy
25694,2,25694,normal,lazy
17871,2,17871,normal,lazy
30195,2,30195,normal,lazy
54979,2,54979,normal,lazy
80774,2,80774,normal,lazy
1506,2,1506,normal,lazy
26568,2,26568,normal,lazy
79455,2,79455,normal,lazy
12840,2,12840,normal,lazy
25472,2,25472,normal,lazy
6839,2,6839,normal,lazy
70042,2,70042,normal,lazy
49167,2,49167,normal,lazy
42418,2,42418,normal,lazy
37810,2,37810,normal,lazy
58177,2,58177,normal,lazy
76934,2,76934,normal,lazy
75451,2,75451,normal,lazy
20556,2,20556,normal,lazy
24708,2,24708,normal,lazy
6537,2,6537,normal,lazy
13589,2,13589,normal,lazy
39955,2,39955,normal,lazy
30980,2,30980,normal,lazy
55452,2,55452,normal,lazy
61026,2,61026,normal,lazy
886,2,886,normal,lazy
59195,2,59195,normal,lazy
28003,2,28003,normal,lazy
68680,2,68680,normal,lazy
6185,2,6185,normal,lazy
7202,2,7202,normal,lazy
48950,2,48950,normal,lazy
50844,2,50844,normal,lazy
52244,2,52244,normal,lazy
26467,2,26467,normal,lazy
12878,2,12878,normal,lazy
27336,2,27336,normal,lazy
10040,2,10040,normal,lazy
68754,2,68754,normal,lazy
32036,2,32036,normal,lazy
9049,2,9049,normal,lazy
78725,2,78725,normal,lazy
11271,2,11271,normal,lazy
32253,2,32253,normal,lazy
68368,2,68368,normal,lazy
22199,2,22199,normal,lazy
33793,2,33793,normal,lazy
60782,2,60782,normal,lazy
12043,2,12043,normal,lazy
64264,2,64264,normal,lazy
77716,2,77716,normal,lazy
68168,2,68168,normal,lazy
53416,2,53416,normal,lazy
42910,2,42910,normal,lazy
65120,2,65120,normal,lazy
17922,2,17922,normal,lazy
64319,2,64319,normal,lazy
49934,2,49934,normal,lazy
58065,2,58065,normal,lazy
50963,2,50963,normal,lazy
70587,2,70587,normal,lazy
31720,2,31720,normal,lazy
26471,2,26471,normal,lazy
40087,2,40087,normal,lazy
3784,2,3784,normal,lazy
11896,2,11896,normal,lazy
14331,2,14331,normal,lazy
52545,2,52545,normal,lazy
25142,2,25142,normal,lazy
53655,2,53655,normal,lazy
68465,2,68465,normal,lazy
53437,2,53437,normal,lazy
26909,2,26909,normal,lazy
52433,2,52433,normal,lazy
30888,2,30888,normal,lazy
56639,2,56639,normal,lazy
2355,2,2355,normal,lazy
41811,2,41811,normal,lazy
59424,2,59424,normal,lazy
7640,2,7640,normal,lazy
45752,2,45752,normal,lazy
51363,2,51363,normal,lazy
20908,2,20908,normal,lazy
58119,2,58119,normal,lazy
72282,2,72282,normal,lazy
21929,2,21929,normal,lazy
5471,2,5471,normal,lazy
30768,2,30768,normal,lazy
19632,2,19632,normal,lazy
33928,2,33928,normal,lazy
74505,2,74505,normal,lazy
80610,2,80610,normal,lazy
34010,2,34010,normal,lazy
34539,2,34539,normal,lazy
14499,2,14499,normal,lazy
57453,2,57453,normal,lazy
36444,2,36444,normal,lazy
33127,2,33127,normal,lazy
48128,2,48128,normal,lazy
53323,2,53323,normal,lazy
58659,2,58659,normal,lazy
21883,2,21883,normal,lazy
41547,2,41547,normal,lazy
36399,2,36399,normal,lazy
64669,2,64669,normal,lazy
62121,2,62121,normal,lazy
8975,2,8975,normal,lazy
73184,2,73184,normal,lazy
16909,2,16909,normal,lazy
39100,2,39100,normal,lazy
2738,2,2738,normal,lazy
78005,2,78005,normal,lazy
28063,2,28063,normal,lazy
45699,2,45699,normal,lazy
39683,2,39683,normal,lazy
15973,2,15973,normal,lazy
37503,2,37503,normal,lazy
49095,2,49095,normal,lazy
43411,2,43411,normal,lazy
58127,2,58127,normal,lazy
54404,2,54404,normal,lazy
77001,2,77001,normal,lazy
70429,2,70429,normal,lazy
45617,2,45617,normal,lazy
36391,2,36391,normal,lazy
30838,2,30838,normal,lazy
5886,2,5886,normal,lazy
26437,2,26437,normal,lazy
28160,2,28160,normal,lazy
31019,2,31019,normal,lazy
32333,2,32333,normal,lazy
1279,2,1279,normal,lazy
11596,2,11596,normal,lazy
50235,2,50235,normal,lazy
48966,2,48966,normal,lazy
5166,2,5166,normal,lazy
3003,2,3003,normal,lazy
12567,2,12567,normal,lazy
26345,2,26345,normal,lazy
46885,2,46885,normal,lazy
77261,2,77261,normal,lazy
10476,2,10476,normal,lazy
39008,2,39008,normal,lazy
20572,2,20572,normal,lazy
2444,2,2444,normal,lazy
55389,2,55389,normal,lazy
17745,2,17745,normal,lazy
61597,2,61597,normal,lazy
12167,2,12167,normal,lazy
28126,2,28126,normal,lazy
47784,2,47784,normal,lazy
8215,2,8215,normal,lazy
9927,2,9927,normal,lazy
78805,2,78805,normal,lazy
70695,2,70695,normal,lazy
12722,2,12722,normal,lazy
26369,2,26369,normal,lazy
75531,2,75531,normal,lazy
46631,2,46631,normal,lazy
41664,2,41664,normal,lazy
9295,2,9295,normal,lazy
39169,2,39169,normal,lazy
62651,2,62651,normal,lazy
72366,2,72366,normal,lazy
59522,2,59522,normal,lazy
31074,2,31074,normal,lazy
16808,2,16808,normal,lazy
30554,2,30554,normal,lazy
13828,2,13828,normal,lazy
42165,2,42165,normal,lazy
11792,2,11792,normal,lazy
72396,2,72396,normal,lazy
71381,2,71381,normal,lazy
54597,2,54597,normal,lazy
5538,2,5538,normal,lazy
19492,2,19492,normal,lazy
38821,2,38821,normal,lazy
78062,2,78062,normal,lazy
46557,2,46557,normal,lazy
67340,2,67340,normal,lazy
19300,2,19300,normal,lazy
33930,2,33930,normal,lazy
54316,2,54316,normal,lazy
36203,2,36203,normal,lazy
30848,2,30848,normal,lazy
60864,2,60864,normal,lazy
71543,2,71543,normal,lazy
73742,2,73742,normal,lazy
41199,2,41199,normal,lazy
70427,2,70427,normal,lazy
19391,2,19391,normal,lazy
41902,2,41902,normal,lazy
48756,2,48756,normal,lazy
56267,2,56267,normal,lazy
23383,2,23383,normal,lazy
8868,2,8868,normal,lazy
74558,2,74558,normal,lazy
2210,2,2210,normal,lazy
5244,2,5244,normal,lazy
39139,2,39139,normal,lazy
44302,2,44302,normal,lazy
46795,2,46795,normal,lazy
42548,2,42548,normal,lazy
42328,2,42328,normal,lazy
5979,2,5979,normal,lazy
42802,2,42802,normal,lazy
47368,2,47368,normal,lazy
58655,2,58655,normal,lazy
679,2,679,normal,lazy
62556,2,62556,normal,lazy
29876,2,29876,normal,lazy
18962,2,18962,normal,lazy
70086,2,70086,normal,lazy
64273,2,64273,normal,lazy
64385,2,64385,normal,lazy
62081,2,62081,normal,lazy
3765,2,3765,normal,lazy
52264,2,52264,normal,lazy
64026,2,64026,normal,lazy
28549,2,28549,normal,lazy
47610,2,47610,normal,lazy
37556,2,37556,normal,lazy
24314,2,24314,normal,lazy
73716,2,73716,normal,lazy
5157,2,5157,normal,lazy
17733,2,17733,normal,lazy
29895,2,29895,normal,lazy
29997,2,29997,normal,lazy
36370,2,36370,normal,lazy
24690,2,24690,normal,lazy
37614,2,37614,normal,lazy
5084,2,5084,normal,lazy
33138,2,33138,normal,lazy
56541,2,56541,normal,lazy
39213,2,39213,normal,lazy
2284,2,2284,normal,lazy
17202,2,17202,normal,lazy
70310,2,70310,normal,lazy
28599,2,28599,normal,lazy
45431,2,45431,normal,lazy
26423,2,26423,normal,lazy
68445,2,68445,normal,lazy
78345,2,78345,normal,lazy
18577,2,18577,normal,lazy
60571,2,60571,normal,lazy
60504,2,60504,normal,lazy
890,2,890,normal,lazy
37594,2,37594,normal,lazy
28024,2,28024,normal,lazy
69407,2,69407,normal,lazy
3276,2,3276,normal,lazy
50636,2,50636,normal,lazy
59674,2,59674,normal,lazy
61869,2,61869,normal,lazy
1350,2,1350,normal,lazy
52467,2,52467,normal,lazy
49894,2,49894,normal,lazy
73598,2,73598,normal,lazy
14799,2,14799,normal,lazy
22383,2,22383,normal,lazy
7199,2,7199,normal,lazy
21072,2,21072,normal,lazy
60119,2,60119,normal,lazy
37990,2,37990,normal,lazy
50165,2,50165,normal,lazy
64163,2,64163,normal,lazy
78429,2,78429,normal,lazy
16856,2,16856,normal,lazy
42496,2,42496,normal,lazy
23869,2,23869,normal,lazy
76532,2,76532,normal,lazy
67603,2,67603,normal,lazy
26446,2,26446,normal,lazy
33102,2,33102,normal,lazy
20249,2,20249,normal,lazy
64621,2,64621,normal,lazy
51899,2,51899,normal,lazy
11121,2,11121,normal,lazy
19222,2,19222,normal,lazy
18837,2,18837,normal,lazy
52946,2,52946,normal,lazy
40083,2,40083,normal,lazy
30760,2,30760,normal,lazy
41967,2,41967,normal,lazy
41382,2,41382,normal,lazy
17320,2,17320,normal,lazy
47395,2,47395,normal,lazy
30381,2,30381,normal,lazy
22728,2,22728,normal,lazy
47266,2,47266,normal,lazy
39458,2,39458,normal,lazy
8967,2,8967,normal,lazy
62524,2,62524,normal,lazy
60792,2,60792,normal,lazy
34051,2,34051,normal,lazy
41593,2,41593,normal,lazy
57759,2,57759,normal,lazy
55303,2,55303,normal,lazy
56761,2,56761,normal,lazy
36932,2,36932,normal,lazy
29032,2,29032,normal,lazy
82376,2,82376,normal,lazy
43141,2,43141,normal,lazy
10129,2,10129,normal,lazy
18575,2,18575,normal,lazy
74912,2,74912,normal,lazy
52398,2,52398,normal,lazy
57435,2,57435,normal,lazy
6649,2,6649,normal,lazy
13454,2,13454,normal,lazy
62497,2,62497,normal,lazy
77644,2,77644,normal,lazy
67592,2,67592,normal,lazy
44296,2,44296,normal,lazy
54714,2,54714,normal,lazy
24745,2,24745,normal,lazy
72081,2,72081,normal,lazy
78405,2,78405,normal,lazy
34849,2,34849,normal,lazy
58312,2,58312,normal,lazy
54497,2,54497,normal,lazy
2820,2,2820,normal,lazy
32030,2,32030,normal,lazy
29474,2,29474,normal,lazy
70370,2,70370,normal,lazy
32285,2,32285,normal,lazy
48004,2,48004,normal,lazy
58272,2,58272,normal,lazy
45998,2,45998,normal,lazy
71074,2,71074,normal,lazy
55948,2,55948,normal,lazy
24889,2,24889,normal,lazy
7611,2,7611,normal,lazy
66157,2,66157,normal,lazy
56067,2,56067,normal,lazy
7421,2,7421,normal,lazy
37586,2,37586,normal,lazy
63227,2,63227,normal,lazy
51782,2,51782,normal,lazy
33247,2,33247,normal,lazy
39228,2,39228,normal,lazy
17389,2,17389,normal,lazy
1963,2,1963,normal,lazy
63736,2,63736,normal,lazy
25546,2,25546,normal,lazy
24635,2,24635,normal,lazy
63871,2,63871,normal,lazy
39994,2,39994,normal,lazy
24971,2,24971,normal,lazy
10314,2,10314,normal,lazy
60776,2,60776,normal,lazy
70397,2,70397,normal,lazy
79168,2,79168,normal,lazy
37461,2,37461,normal,lazy
21815,2,21815,normal,lazy
17400,2,17400,normal,lazy
54671,2,54671,normal,lazy
67596,2,67596,normal,lazy
59165,2,59165,normal,lazy
50029,2,50029,normal,lazy
54571,2,54571,normal,lazy
44249,2,44249,normal,lazy
45988,2,45988,normal,lazy
21892,2,21892,normal,lazy
69467,2,69467,normal,lazy
69792,2,69792,normal,lazy
48308,2,48308,normal,lazy
61724,2,61724,normal,lazy
30745,2,30745,normal,lazy
46046,2,46046,normal,lazy
24639,2,24639,normal,lazy
70670,2,70670,normal,lazy
41381,2,41381,normal,lazy
47381,2,47381,normal,lazy
58727,2,58727,normal,lazy
32070,2,32070,normal,lazy
54383,2,54383,normal,lazy
50026,2,50026,normal,lazy
76061,2,76061,normal,lazy
9669,2,9669,normal,lazy
57360,2,57360,normal,lazy
16833,2,16833,normal,lazy
18979,2,18979,normal,lazy
38951,2,38951,normal,lazy
63403,2,63403,normal,lazy
63610,2,63610,normal,lazy
49989,2,49989,normal,lazy
25923,2,25923,normal,lazy
9997,2,9997,normal,lazy
75027,2,75027,normal,lazy
32328,2,32328,normal,lazy
56956,2,56956,normal,lazy
71442,2,71442,normal,lazy
39858,2,39858,normal,lazy
52720,2,52720,normal,lazy
74597,2,74597,normal,lazy
15686,2,15686,normal,lazy
42511,2,42511,normal,lazy
67236,2,67236,normal,lazy
54654,2,54654,normal,lazy
58140,2,58140,normal,lazy
49107,2,49107,normal,lazy
10910,2,10910,normal,lazy
42057,2,42057,normal,lazy
36639,2,36639,normal,lazy
19746,2,19746,normal,lazy
33834,2,33834,normal,lazy
24817,2,24817,normal,lazy
14832,2,14832,normal,lazy
19605,2,19605,normal,lazy
15656,2,15656,normal,lazy
63813,2,63813,normal,lazy
72566,2,72566,normal,lazy
44271,2,44271,normal,lazy
20011,2,20011,normal,lazy
33827,2,33827,normal,lazy
45636,2,45636,normal,lazy
29136,2,29136,normal,lazy
41892,2,41892,normal,lazy
74540,2,74540,normal,lazy
8076,2,8076,normal,lazy
22472,2,22472,normal,lazy
62129,2,62129,normal,lazy
6844,2,6844,normal,lazy
37194,2,37194,normal,lazy
21005,2,21005,normal,lazy
5630,2,5630,normal,lazy
46535,2,46535,normal,lazy
63682,2,63682,normal,lazy
41150,2,41150,normal,lazy
65125,2,65125,normal,lazy
17386,2,17386,normal,lazy
77628,2,77628,normal,lazy
4087,2,4087,normal,lazy
55853,2,55853,normal,lazy
61413,2,61413,normal,lazy
49697,2,49697,normal,lazy
80221,2,80221,normal,lazy
53456,2,53456,normal,lazy
55504,2,55504,normal,lazy
39899,2,39899,normal,lazy
24339,2,24339,normal,lazy
25456,2,25456,normal,lazy
60327,2,60327,normal,lazy
46937,2,46937,normal,lazy
27738,2,27738,normal,lazy
8064,2,8064,normal,lazy
62783,2,62783,normal,lazy
42274,2,42274,normal,lazy
6638,2,6638,normal,lazy
33377,2,33377,normal,lazy
57915,2,57915,normal,lazy
79479,2,79479,normal,lazy
63968,2,63968,normal,lazy
69160,2,69160,normal,lazy
17056,2,17056,normal,lazy
26963,2,26963,normal,lazy
9028,2,9028,normal,lazy
32322,2,32322,normal,lazy
72126,2,72126,normal,lazy
3943,2,3943,normal,lazy
28830,2,28830,normal,lazy
40676,2,40676,normal,lazy
14533,2,14533,normal,lazy
32602,2,32602,normal,lazy
16195,2,16195,normal,lazy
10326,2,10326,normal,lazy
59842,2,59842,normal,lazy
26310,2,26310,normal,lazy
1087,2,1087,normal,lazy
6972,2,6972,normal,lazy
71602,1,71602,new,new
39933,1,39933,new,new
30994,1,30994,new,new
57619,1,57619,new,new
6200,1,6200,new,new
55226,1,55226,new,new
19306,1,19306,new,new
29814,1,29814,new,new
63803,1,63803,new,new
40185,1,40185,new,new
62139,1,62139,new,new
12792,1,12792,new,new
55278,1,55278,new,new
62539,1,62539,new,new
23633,1,23633,new,new
66124,1,66124,new,new
46439,1,46439,new,new
19309,1,19309,new,new
41671,1,41671,new,new
37635,1,37635,new,new
65174,1,65174,new,new
21648,1,21648,new,new
46633,1,46633,new,new
10614,1,10614,new,new
942,1,942,new,new
55703,1,55703,new,new
66807,1,66807,new,new
50004,1,50004,new,new
5079,1,5079,new,new
17281,1,17281,new,new
1164,1,1164,new,new
65627,1,65627,new,new
35677,1,35677,new,new
43508,1,43508,new,new
66278,1,66278,new,new
23169,1,23169,new,new
77818,1,77818,new,new
64099,1,64099,new,new
4070,1,4070,new,new
81057,1,81057,new,new
38185,1,38185,new,new
56209,1,56209,new,new
67312,1,67312,new,new
77914,1,77914,new,new
11388,1,11388,new,new
11347,1,11347,new,new
49869,1,49869,new,new
23301,1,23301,new,new
47151,1,47151,new,new
13067,1,13067,new,new
56886,1,56886,new,new
53514,1,53514,new,new
77080,1,77080,new,new
47795,1,47795,new,new
77993,1,77993,new,new
632,1,632,new,new
65747,1,65747,new,new
69664,1,69664,new,new
60106,1,60106,new,new
60085,1,60085,new,new
70672,1,70672,new,new
24334,1,24334,new,new
17385,1,17385,new,new
31276,1,31276,new,new
48569,1,48569,new,new
66886,1,66886,new,new
79020,1,79020,new,new
61095,1,61095,new,new
53351,1,53351,new,new
53850,1,53850,new,new
76376,1,76376,new,new
64046,1,64046,new,new
48262,1,48262,new,new
31075,1,31075,new,new
44537,1,44537,new,new
55551,1,55551,new,new
63266,1,63266,new,new
10809,1,10809,new,new
64007,1,64007,new,new
27548,1,27548,new,new
78951,1,78951,new,new
20134,1,20134,new,new
38331,1,38331,new,new
42908,1,42908,new,new
42793,1,42793,new,new
9971,1,9971,new,new
74075,1,74075,new,new
78899,1,78899,new,new
63053,1,63053,new,new
66883,1,66883,new,new
11621,1,11621,new,new
30815,1,30815,new,new
29834,1,29834,new,new
12717,1,12717,new,new
78141,1,78141,new,new
8718,1,8718,new,new
73402,1,73402,new,new
8022,1,8022,new,new
36438,1,36438,new,new
70686,1,70686,new,new
59869,1,59869,new,new
44522,1,44522,new,new
36335,1,36335,new,new
8150,1,8150,new,new
8693,1,8693,new,new
57183,1,57183,new,new
14130,1,14130,new,new
34058,1,34058,new,new
23475,1,23475,new,new
75363,1,75363,new,new
17793,1,17793,new,new
14269,1,14269,new,new
79447,1,79447,new,new
18739,1,18739,new,new
4319,1,4319,new,new
67788,1,67788,new,new
9274,1,9274,new,new
53332,1,53332,new,new
992,1,992,new,new
60856,1,60856,new,new
40209,1,40209,new,new
16025,1,16025,new,new
17558,1,17558,new,new
54776,1,54776,new,new
67473,1,67473,new,new
69090,1,69090,new,new
38750,1,38750,new,new
72621,1,72621,new,new
21710,1,21710,new,new
61757,1,61757,new,new
8294,1,8294,new,new
22731,1,22731,new,new
77102,1,77102,new,new
34792,1,34792,new,new
54044,1,54044,new,new
81422,1,81422,new,new
19108,1,19108,new,new
27675,1,27675,new,new
78906,1,78906,new,new
44935,1,44935,new,new
67196,1,67196,new,new
19782,1,19782,new,new
21492,1,21492,new,new
56495,1,56495,new,new
48698,1,48698,new,new
42950,1,42950,new,new
25114,1,25114,new,new
70991,1,70991,new,new
57129,1,57129,new,new
73018,1,73018,new,new
19356,1,19356,new,new
7892,1,7892,new,new
48522,1,48522,new,new
27772,1,27772,new,new
78233,1,78233,new,new
74915,1,74915,new,new
17075,1,17075,new,new
16030,1,16030,new,new
16847,1,16847,new,new
35629,1,35629,new,new
77473,1,77473,new,new
18579,1,18579,new,new
56482,1,56482,new,new
49461,1,49461,new,new
52616,1,52616,new,new
34750,1,34750,new,new
12634,1,12634,new,new
39044,1,39044,new,new
56751,1,56751,new,new
6172,1,6172,new,new
56189,1,56189,new,new
19114,1,19114,new,new
17321,1,17321,new,new
46690,1,46690,new,new
70562,1,70562,new,new
71821,1,71821,new,new
55169,1,55169,new,new
35577,1,35577,new,new
71142,1,71142,new,new
77659,1,77659,new,new
50132,1,50132,new,new
72027,1,72027,new,new
37806,1,37806,new,new
177,1,177,new,new
84212,1,84212,new,new
82870,1,82870,new,new
68468,1,68468,new,new
54263,1,54263,new,new
63445,1,63445,new,new
20348,1,20348,new,new
32884,1,32884,new,new
69148,1,69148,new,new
76809,1,76809,new,new
64341,1,64341,new,new
31957,1,31957,new,new
56477,1,56477,new,new
74716,1,74716,new,new
65902,1,65902,new,new
73405,1,73405,new,new
71613,1,71613,new,new
74583,1,74583,new,new
74256,1,74256,new,new
74951,1,74951,new,new
22035,1,22035,new,new
73963,1,73963,new,new
27106,1,27106,new,new
18954,1,18954,new,new
4111,1,4111,new,new
73764,1,73764,new,new
73733,1,73733,new,new
35198,1,35198,new,new
44215,1,44215,new,new
32113,1,32113,new,new
68970,1,68970,new,new
81484,1,81484,new,new
70009,1,70009,new,new
61817,1,61817,new,new
74768,1,74768,new,new
69112,1,69112,new,new
13249,1,13249,new,new
63484,1,63484,new,new
43422,1,43422,new,new
40501,1,40501,new,new
54892,1,54892,new,new
52234,1,52234,new,new
66984,1,66984,new,new
39051,1,39051,new,new
79628,1,79628,new,new
1252,1,1252,new,new
37926,1,37926,new,new
56248,1,56248,new,new
22524,1,22524,new,new
77454,1,77454,new,new
62290,1,62290,new,new
16418,1,16418,new,new
65146,1,65146,new,new
48405,1,48405,new,new
22844,1,22844,new,new
39207,1,39207,new,new
79197,1,79197,new,new
65690,1,65690,new,new
31671,1,31671,new,new
78578,1,78578,new,new
50976,1,50976,new,new
76865,1,76865,new,new
28363,1,28363,new,new
68741,1,68741,new,new
24886,1,24886,new,new
47865,1,47865,new,new
36528,1,36528,new,new
19362,1,19362,new,new
52080,1,52080,new,new
57987,1,57987,new,new
61815,1,61815,new,new
32703,1,32703,new,new
78707,1,78707,new,new
26170,1,26170,new,new
70794,1,70794,new,new
51022,1,51022,new,new
31301,1,31301,new,new
21114,1,21114,new,new
45359,1,45359,new,new
50792,1,50792,new,new
47013,1,47013,new,new
58629,1,58629,new,new
71420,1,71420,new,new
76801,1,76801,new,new
4599,1,4599,new,new
15159,1,15159,new,new
26124,1,26124,new,new
3493,1,3493,new,new
41330,1,41330,new,new
35822,1,35822,new,new
51444,1,51444,new,new
37106,1,37106,new,new
60790,1,60790,new,new
18716,1,18716,new,new
11589,1,11589,new,new
16284,1,16284,new,new
10791,1,10791,new,new
57340,1,57340,new,new
43021,1,43021,new,new
2001,1,2001,new,new
9235,1,9235,new,new
15941,1,15941,new,new
35693,1,35693,new,new
44789,1,44789,new,new
15848,1,15848,new,new
68659,1,68659,new,new
1501,1,1501,new,new
75522,1,75522,new,new
31081,1,31081,new,new
30196,1,30196,new,new
30944,1,30944,new,new
44455,1,44455,new,new
76261,1,76261,new,new
58446,1,58446,new,new
30874,1,30874,new,new
23094,1,23094,new,new
61652,1,61652,new,new
74401,1,74401,new,new
63577,1,63577,new,new
67909,1,67909,new,new
59182,1,59182,new,new
78785,1,78785,new,new
29840,1,29840,new,new
73607,1,73607,new,new
79460,1,79460,new,new
11546,1,11546,new,new
39988,1,39988,new,new
59620,1,59620,new,new
69376,1,69376,new,new
13663,1,13663,new,new
82740,1,82740,new,new
28925,1,28925,new,new
24505,1,24505,new,new
39914,1,39914,new,new
44954,1,44954,new,new
11844,1,11844,new,new
82991,1,82991,new,new
24120,1,24120,new,new
14912,1,14912,new,new
5502,1,5502,new,new
42292,1,42292,new,new
47978,1,47978,new,new
70728,1,70728,new,new
55094,1,55094,new,new
68208,1,68208,new,new
75832,1,75832,new,new
78092,1,78092,new,new
694,1,694,new,new
38737,1,38737,new,new
71691,1,71691,new,new
55067,1,55067,new,new
1160,1,1160,new,new
37122,1,37122,new,new
14422,1,14422,new,new
30661,1,30661,new,new
59897,1,59897,new,new
25385,1,25385,new,new
40318,1,40318,new,new
2825,1,2825,new,new
18240,1,18240,new,new
29562,1,29562,new,new
3891,1,3891,new,new
79688,1,79688,new,new
76323,1,76323,new,new
70917,1,70917,new,new
12129,1,12129,new,new
61016,1,61016,new,new
30477,1,30477,new,new
46922,1,46922,new,new
39083,1,39083,new,new
65127,1,65127,new,new
42293,1,42293,new,new
60535,1,60535,new,new
3616,1,3616,new,new
54200,1,54200,new,new
52899,1,52899,new,new
8883,1,8883,new,new
77372,1,77372,new,new
62080,1,62080,new,new
28109,1,28109,new,new
44197,1,44197,new,new
65999,1,65999,new,new
70434,1,70434,new,new
20550,1,20550,new,new
53092,1,53092,new,new
45715,1,45715,new,new
67722,1,67722,new,new
59758,1,59758,new,new
55202,1,55202,new,new
40094,1,40094,new,new
61971,1,61971,new,new
47824,1,47824,new,new
53390,1,53390,new,new
69099,1,69099,new,new
77329,1,77329,new,new
50034,1,50034,new,new
66351,1,66351,new,new
9824,1,9824,new,new
67410,1,67410,new,new
43284,1,43284,new,new
75462,1,75462,new,new
70192,1,70192,new,new
79189,1,79189,new,new
3342,1,3342,new,new
60273,1,60273,new,new
20014,1,20014,new,new
32202,1,32202,new,new
62268,1,62268,new,new
51280,1,51280,new,new
46117,1,46117,new,new
73355,1,73355,new,new
68071,1,68071,new,new
65134,1,65134,new,new
42446,1,42446,new,new
74990,1,74990,new,new
12704,1,12704,new,new
63592,1,63592,new,new
48673,1,48673,new,new
35788,1,35788,new,new
4426,1,4426,new,new
78053,1,78053,new,new
40834,1,40834,new,new
73418,1,73418,new,new
16478,1,16478,new,new
4602,1,4602,new,new
48794,1,48794,new,new
63815,1,63815,new,new
65486,1,65486,new,new
70288,1,70288,new,new
40951,1,40951,new,new
37253,1,37253,new,new
44354,1,44354,new,new
18558,1,18558,new,new
73197,1,73197,new,new
16271,1,16271,new,new
60791,1,60791,new,new
25500,1,25500,new,new
1835,1,1835,new,new
82321,1,82321,new,new
61830,1,61830,new,new
12122,1,12122,new,new
58081,1,58081,new,new
70268,1,70268,new,new
42227,1,42227,new,new
39891,1,39891,new,new
61362,1,61362,new,new
45417,1,45417,new,new
34425,1,34425,new,new
76045,1,76045,new,new
46331,1,46331,new,new
53939,1,53939,new,new
50043,1,50043,new,new
46282,1,46282,new,new
40908,1,40908,new,new
59982,1,59982,new,new
74195,1,74195,new,new
80431,1,80431,new,new
56299,1,56299,new,new
35612,1,35612,new,new
31090,1,31090,new,new
26858,1,26858,new,new
70144,1,70144,new,new
51887,1,51887,new,new
36918,1,36918,new,new
56379,1,56379,new,new
80438,1,80438,new,new
56319,1,56319,new,new
72649,1,72649,new,new
70119,1,70119,new,new
48923,1,48923,new,new
12601,1,12601,new,new
67182,1,67182,new,new
4374,1,4374,new,new
74840,1,74840,new,new
20058,1,20058,new,new
79040,1,79040,new,new
46996,1,46996,new,new
75439,1,75439,new,new
77350,1,77350,new,new
74102,1,74102,new,new
78713,1,78713,new,new
68046,1,68046,new,new
82407,1,82407,new,new
25129,1,25129,new,new
36649,1,36649,new,new
75941,1,75941,new,new
27031,1,27031,new,new
83962,1,83962,new,new
50576,1,50576,new,new
23322,1,23322,new,new
35437,1,35437,new,new
65578,1,65578,new,new
84560,1,84560,new,new
61177,1,61177,new,new
79917,1,79917,new,new
66286,1,66286,new,new
42749,1,42749,new,new
69746,1,69746,new,new
77061,1,77061,new,new
55123,1,55123,new,new
79955,1,79955,new,new
41180,1,41180,new,new
36301,1,36301,new,new
37159,1,37159,new,new
60934,1,60934,new,new
56702,1,56702,new,new
80578,1,80578,new,new
30963,1,30963,new,new
42990,1,42990,new,new
50229,1,50229,new,new
63668,1,63668,new,new
83991,1,83991,new,new
41535,1,41535,new,new
14776,1,14776,new,new
45383,1,45383,new,new
71758,1,71758,new,new
42304,1,42304,new,new
51791,1,51791,new,new
52442,1,52442,new,new
61784,1,61784,new,new
12069,1,12069,new,new
76341,1,76341,new,new
16360,1,16360,new,new
82548,1,82548,new,new
81567,1,81567,new,new
53079,1,53079,new,new
76375,1,76375,new,new
72397,1,72397,new,new
34557,1,34557,new,new
17305,1,17305,new,new
43857,1,43857,new,new
68131,1,68131,new,new
67810,1,67810,new,new
15185,1,15185,new,new
40782,1,40782,new,new
75290,1,75290,new,new
68894,1,68894,new,new
15816,1,15816,new,new
67211,1,67211,new,new
26503,1,26503,new,new
33330,1,33330,new,new
63461,1,63461,new,new
79576,1,79576,new,new
21240,1,21240,new,new
33553,1,33553,new,new
59586,1,59586,new,new
38199,1,38199,new,new
82546,1,82546,new,new
71197,1,71197,new,new
47382,1,47382,new,new
55107,1,55107,new,new
31909,1,31909,new,new
49041,1,49041,new,new
73119,1,73119,new,new
37780,1,37780,new,new
53849,1,53849,new,new
54235,1,54235,new,new
48540,1,48540,new,new
14158,1,14158,new,new
73916,1,73916,new,new
22569,1,22569,new,new
